,SupplierUniqueCatalogueNumber,BrandName,Generic,Manufacturer,Description,Dosage,Form,PackSize,PackSizeUnits,ProductType,RequiresRx,TaxName,IsTaxExempt,IsTaxIncluded,TaxPercent,PricePerPackage,CatalogTag,Status,PointsAccumulation
,1MGE0003857,Genuflex Sachet,,Montana Remedies,,,,,,consumer health,No,GST,No,Yes,0,73,,Available,1
,1MGE0003858,Calgym Tablet,,Swadeshi Ayurved,,,,,,consumer health,No,GST,No,Yes,0,73,,Available,1
,1MGE0003859,PH4 Liquid,,Afflatus Pharmaceuticals Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,73,,Available,1
,1MGE0003860,Micro-D 3 Drop,,Zeolix Corporation,,,,,,consumer health,No,GST,No,Yes,0,73,,Available,1
,1MGE0003861,Vasu Step Syrup,,Basic Ayurveda,,,,,,consumer health,No,GST,No,Yes,0,73,,Available,1
,1MGE0003862,Tansukh Shikakai Powder,,Brio Wellness,,,,,,consumer health,No,GST,No,Yes,0,73,,Available,1
,1MGE0003863,Vyas Neempatti Churna,,Swadeshi Ayurved,,,,,,consumer health,No,GST,No,Yes,0,73,,Available,1
,1MGE0003864,Tansukh Shankh Bhasma,,Kottaram Agro Foods Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,73,,Available,1
,1MGE0003865,Tansukh Kalmegh Churna,,Esmatrix Life Sciences Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,73,,Available,1
,1MGE0003866,Khadi Pure Herbal Neem Soap,,Med Manor Organics Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,73,,Available,1
,1MGE0003867,Proflo  Plus Liquid,,Europa Healthcare Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,73,,Available,1
,1MGE0003868,Trois Gel,,Sri Jain Ayurvedic Pharmacy,,,,,,consumer health,No,GST,No,Yes,0,73,,Available,1
,1MGE0003869,Romsons Intra Cath Cannula,,Anju Pharmaceuticals,,,,,,consumer health,No,GST,No,Yes,0,73,,Available,1
,1MGE0003870,PureFoods 100% Pure Coconut Water,,Khadi Mauri Herbal,,,,,,consumer health,No,GST,No,Yes,0,73,,Available,1
,1MGE0003871,Kiofiber Tablet,,Khadi Organique,,,,,,consumer health,No,GST,No,Yes,0,73,,Available,1
,1MGE0003872,Tansukh Vijaysar Churna,,Khadi Organique,,,,,,consumer health,No,GST,No,Yes,0,73,,Available,1
,1MGE0003873,Khadi Pure Herbal Khus Soap,,Millennium Herbal Care,,,,,,consumer health,No,GST,No,Yes,0,73,,Available,1
,1MGE0003874,Kalzin Oral Drops,,Khadi Organique,,,,,,consumer health,No,GST,No,Yes,0,73,,Available,1
,1MGE0003875,Vaadi Herbals Value Pack of Tulip Oil Control Moisturizers With Green Almonds Extract,,Alva Pharmacy,,,,,,consumer health,No,GST,No,Yes,0,73,,Available,1
,1MGE0003876,HealthVit Natural Karela (Momordicacharantia)  Powder,,Parker Robinson Pvt  Ltd,,,,,,consumer health,No,GST,No,Yes,0,73,,Available,1
,1MGE0003877,Tansukh Lakshadi Guggulu,,Khadi Organique,,,,,,consumer health,No,GST,No,Yes,0,73,,Available,1
,1MGE0003878,Zincobest Syrup,,Swadeshi Ayurved,,,,,,consumer health,No,GST,No,Yes,0,73,,Available,1
,1MGE0003879,Vyas Yastimadhu Churna,,Khadi Organique,,,,,,consumer health,No,GST,No,Yes,0,73,,Available,1
,1MGE0003880,Biotrex Rapid Multipurpose Skin Care Soap,,Khadi Organique,,,,,,consumer health,No,GST,No,Yes,0,73,,Available,1
,1MGE0003881,Organic Harvest Bathing Bar,,Khadi Organique,,,,,,consumer health,No,GST,No,Yes,0,73,,Available,1
,1MGE0003882,Soulfull Millet Smoothix (30gm Each),,Merisant India Private Limited,,,,,,consumer health,No,GST,No,Yes,0,73,,Available,1
,1MGE0003883,Alna Face Wash,,Fine Bio-Science Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,73,,Available,1
,1MGE0003884,Pravek Punarnawadi Mandoor 250mg Tablet,,Alva Pharmacy,,,,,,consumer health,No,GST,No,Yes,0,73,,Available,1
,1MGE0003885,Pravek Coughkalp Syrup,,Khadi Mauri Herbal,,,,,,consumer health,No,GST,No,Yes,0,73,,Available,1
,1MGE0003886,Lysenium Tablet,,Speciality Meditech Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,73,,Available,1
,1MGE0003887,Koglume Sachet,,Alva Pharmacy,,,,,,consumer health,No,GST,No,Yes,0,73,,Available,1
,1MGE0003888,Pyogin K Gel,,Ayursun Pharma,,,,,,consumer health,No,GST,No,Yes,0,73,,Available,1
,1MGE0003889,Caron XT Tablet,,Khadi Organique,,,,,,consumer health,No,GST,No,Yes,0,73,,Available,1
,1MGE0003890,Amco-Z Oral Drops,,Alive Pharmaceutical Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,73,,Available,1
,1MGE0003891,Citcee-E Chewable Tablet,,Thrillx Herbs,,,,,,consumer health,No,GST,No,Yes,0,73,,Available,1
,1MGE0003892,Oilatum Bar,,Alva Pharmacy,,,,,,consumer health,No,GST,No,Yes,0,73,,Available,1
,1MGE0003893,Cobadex  Czs Tablet,,Ayursun Pharma,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003894,Krack Heel Repair Cream,,Nanz Med Science Pharma Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003895,Cura Hand Sanitizer,,Khadi Organique,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003896,Colgate Total Waxed Dental Floss,,Group Pharmaceuticals Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003897,Dabur Arogyavardhini Gutika (Ras),,Votary Laboratories  I  Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003898,Nodosis - DS Tablet,,Ethix Industries Inc,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003899,Himalaya Bonnisan Liquid,,Sanofi India  Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003900,Sinarest Vapocap Capsule,,Cipla Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003901,Himalaya V-Gel,,Piramal Enterprises Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003902,Eract-X Sachet,,Himalaya Drug Company,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003903,Himalaya Anti-Dandruff Hair Cream,,Jiva Ayurvedic Pharmacy Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003904,Dabur Janma Ghunti,,Swadeshi Ayurved,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003905,Sloan's Liniment,,Wings Biotech Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003906,Vyas Kaunch Beej Churna,,J B Chemicals and Pharmaceuticals Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003907,Charak Kofol Syrup,,Seagull Pharmaceutical Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003908,Tan-X Gum Astringent,,Divisa Herbal Care Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003909,Sri Sri Tattva Gomutra Arka,,Indoco Remedies Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003910,Dabur Smritisagar Ras Tablet,,Meridian Enterprises Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003911,Z & B Soflets,,Dr Reddy's Laboratories Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003912,Khadi Pure Herbal Neem-Tulsi Soap,,Jiva Ayurvedic Pharmacy Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003913,Khadi Pure Herbal Sandal Wood Soap,,Shree Baidyanath Ayurved Bhawan Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003914,Dhootapapeshwar Sootashekhar Rasa Plain,,Micro Labs Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003915,Tansukh Vaishwanar Churna,,Swadeshi Ayurved,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003916,Sorbiline Syrup,,Sri Jain Ayurvedic Pharmacy,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003917,Diclowin Carbofast Pain Relief Gel,,Wanbury Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003918,Little's Poly Feeding Bottle,,Deys Medical,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003919,Khadi Pure Herbal Almond Soap,,Medo Pharma,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003920,Vasu Zeal Sf Cough Syrup,,Shree Baidyanath Ayurved Bhawan (P)Limited (Jhansi),,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003921,Amritdhara Herbal Amritdhara Pocket Doctor,,Zandu Pharmaceutical Works Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003922,Swadeshi Bilvadi Churna,,Apex Laboratories Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003923,Nicotex 2mg Chewing Gums,,Alna Biotech Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003924,Dhootapapeshwar Bolbaddha Rasa,,Shree Dhootapapeshwar Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003925,Satvyk Ajwain Ark,,Prevento Pharma,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003926,Khadi Pure Herbal Honey Soap,,Siddhagiri Satvyk,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003927,Khadi Pure Herbal Lavender Soap,,Ban Labs,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003928,Dabur Oxy Bleach,,Pretty Petals Pvt. Ltd.,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003929,Lama Triphala Guggulu Tablet,,Charak Pharma Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003930,Khadi Pure Herbal Rose Water Soap,,HAPDCO,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003931,Meghdoot Gudmar Powder,,Menarini India Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003932,JMD Medico Walmixfort Syrup,,SBL Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003933,Pretty Petals Potshot Toilet Seat Sanitiser,,Aimil Pharmaceuticals India Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003934,Moha Scrub Soap (100gm Each) Buy 1 Get 1 Free,,Presens Healthcare,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003935,Khadi Pure Herbal Lemon Soap,,Ban Labs,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003936,Himalaya Natural Glow Fairness Cream,,Syncopa Laboratories Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003937,Cadila Folistrong Scalp Cleansing Shampoo,,Primus Pharmaceuticals,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003938,Befer Oral Drops,,Harasha Pharma Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003939,Khadi Pure Herbal Strawberry Soap,,Cadell Healthcare Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003940,Cahaya Footcare Cream,,Meridian Enterprises Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003941,Kerala Ayurveda Gokshura Choornam,,Intra Life,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003942,Khadi Pure Herbal Aloevera Soap,,Juggat Pharma,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003943,Khadi Pure Herbal Chandan Haldi Soap,,Geno Pharmaceuticals Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003944,Pallavi Syrup,,Medisurge Health Care Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003945,C.V.P. Capsule,,Glenwood Biotech Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003946,Lama Gandhak Rasayan,,Life Line Biotech Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003947,Kerala Ayurveda Lakshadi Keram,,Himalaya Drug Company,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003948,Khadi Pure Herbal Lemongrass Soap,,Algen Remedies Pvt  Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003949,Satvyk Organic Fennel (Saunf),,Backpack International Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003950,Jeevan Ras Pain Power Tablet,,Ramylabs Health Care,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003951,Stynus Bone Care Tablet,,Lupin Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003952,Afflatus Sandal Premium Bath with Pure Sandalwood Oil Soap,,Hilt Brands India Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003953,Aqua D3 Oral Drops,,Backpack International Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003954,Dhootapapeshwar Bhaskar Lavana Choorna,,Backpack International Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003955,Satvyk Shankhpushpi Powder,,West-Coast Pharmaceutical Works Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003956,Bella Herbs Sanitary Pads,,G D Pharmaceuticals Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003957,Limarin 70 Capsule,,Sanofi India  Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003958,Himalaya Chiropex Cream,,Veloce Herbals Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003959,Khadi Mauri Herbal Papaya Soap,,Glaxo SmithKline Pharmaceuticals Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003960,Indian Herbal Valley Triphala Powder,,Intas Pharmaceuticals Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003961,Coffwin Natural Herbal Cough Syrup,,Multani Pharmaceuticals Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003962,Jeevan Ras Dronpushpi Nasal Drops,,Basic Ayurveda,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003963,Indian Herbal Valley Karela Powder,,Global Dent Aids Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003964,Calcirest Tablet,,Jiva Ayurvedic Pharmacy Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003965,Unjha Mehantak Vati,,3M India Limited,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003966,Vaadi Herbals Value Pack of Bamboo Age Defying Moisturizer with Grapeseed Extract,,Vyas Pharmaceuticals,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003967,Khadi Pure Herbal Apricot Scrub Soap,,Biotrex Nutraceuticals,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003968,Eazol Ointment,,Shree Dhootapapeshwar Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003969,Alzyme Syrup,,Vyas Pharmaceuticals,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003970,Kairali Bala Thailam,,Aimil Pharmaceuticals India Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003971,Khadi Pure Herbal Orange Soap,,Swadeshi Ayurved,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003972,Cato-Bell Eye Drop,,Vaadi Herbals Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003973,Pravek Maha Balvardhak Oil,,Emami Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003974,Biomulty Capsule,,Vyas Pharmaceuticals,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003975,Unjha Manikya Rasa,,Indoco Remedies Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003976,Lactovit DS Dry Syrup,,Glenmark Pharmaceuticals Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003977,Indian Herbal Valley Jambu Powder,,Tansukh Herbals Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003978,Jointheal Sachet,,Vyas Pharmaceuticals,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003979,MahaVed Orthonil Gold Oil,,Seagull Laboratories (I) Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003980,Khadi Kailash Luxurious Petroleum Jelly,,HAPDCO,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003981,Riconia Syrup,,Sirona Hygiene Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003982,Enzoblend Syrup,,Surprise Foods,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003983,Calshel-Ctz Tablet,,Kerala Ayurveda Limited,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003984,Hold Drop,,Talent India ,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003985,Biosafe Tablet,,Bio Laboratories,,,,,,consumer health,No,GST,No,Yes,0,74,,Available,1
,1MGE0003986,Sri Sri Tattva Tulasi Arka,,Dabur India Ltd,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0003987,Cipcal 500 Tablet,,Sydler Remedies Pvt. Limited,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0003988,Vicks Vaporub,,Menarini India Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0003989,BD Ultra-Fine III Pen Needles 4MM 32G,,Unjha Ayurvedic Pharmacy,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0003990,Odomos Mosquito Repellent Spray,,Kerala Ayurveda Limited,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0003991,Himalaya Herbals Complete Care Toothpaste,,Samika Nutricare Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0003992,NE -400 Soft Gelatin Capsule,,Vaadi Herbals Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0003993,Tetmosol Medicated Soap,,Himalaya Drug Company,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0003994,Himalaya Immusante Tablet,,Orn Remedies Pvt  Ltd,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0003995,Pet Saffa Natural Laxative Tablet,,Ban Labs,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0003996,Jiva Jatyadi Oil,,Micro Labs Ltd,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0003997,Himalaya Cystone Forte Tablet,,Curagen Biological   Pharmaceuticals,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0003998,MA-DHA Capsule,,Unimarck Healthcare Ltd,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0003999,Himalaya Bresol Syrup,,Bioplasma Immunological Research Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0004000,Baidyanath Arogyawardhni Bati,,Medsol India Overseas Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0004001,E-Vit Vitamin E Skin Oil,,Avin Pharma,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0004002,Jusdee 2K Tablet,,Avis Lifecare Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0004003,Riflux Forte Liquid,,Pravek Kalp Herbal Products Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0004004,Swadeshi Satavari Churna,,Unjha Ayurvedic Pharmacy,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0004005,Jain Triphala Tablet,,New Horizons Healthcare Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0004006,Cremaffin Liquid,,Biophar Lifesciences Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0004007,Axiom Goumutra Ark,,Mibsons Pharmaceutical Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0004008,Sri Sri Tattva Go Amruth,,Ronyd Healthcare Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0004009,Jiwadaya Netraprabha Plus Eye Drop,,Maheshwari Pharmaceuticals Ltd,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0004010,Calinta Tablet,,Syscom Organic World Private Limited,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0004011,Sri Sri Tattva Ajamoda Arka,,Charak Pharma Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0004012,Rubired Paediatric Drops,,Ozone Pharmaceuticals Ltd,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0004013,A to Z NS Syrup,,Cipla Ltd,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0004014,Quik Kool Gel,,Emenox Healthcare,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0004015,Sapat Ayusas Adulsa Cough Syrup,,Synokem Pharmaceuticals Ltd,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0004016,Cura Hand Sanitizer,,Glaxo SmithKline Pharmaceuticals Ltd,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0004017,Khadi Pure Aamla Powder,,Marico  Limited,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0004018,Dabur Gulabari Rose Glow Face Cleanser with Premium Rose Water 58ml Free,,Alkem Laboratories Ltd,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0004019,Vyas Dashang Lep,,Med Manor Organics Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0004020,Senquel - F Foaming Medicated Oral Gel,,Apple Therapeutics Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0004021,Tansukh Tulsi Patra Churna,,Bennet Pharmaceuticals Limited,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0004022,Uriliser Oral Solution,,Icon Life Sciences,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0004023,Satvyk Reetha Powder,,Jiva Ayurvedic Pharmacy Ltd,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0004024,Tricium 500 Tablet,,Dabur India Ltd,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0004025,Basic Ayurveda Kankayan Bati,,Ipca Laboratories Ltd,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0004026,Ocium 500mg Tablet,,FDC Ltd,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0004027,Tong Garden Cashew Nuts,,Jiva Ayurvedic Pharmacy Ltd,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0004028,Dabur Dashmularishtha Syrup,,Dabur India Ltd,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0004029,Vyas  Bavachi Churna,,Sriveda Sattva Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0004030,Dhootapapeshwar Shweta Parpati,,Aristo Pharmaceuticals Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0004031,Afflatus Afflodent Toothpaste,,Swadeshi Ayurved,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0004032,Vitro Naturals 100% Rasayan Powder,,Dabur India Ltd,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0004033,Stonvil Syrup,,Divisa Herbal Care Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0004034,Cardepa Capsule,,Cadila Pharmaceuticals Ltd,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0004035,Tong Garden Chips,,Meyer Organics Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0004036,Hallens Glycerin Infant 1gm Suppository,,Shree Baidyanath Ayurved Bhawan Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0004037,Basic Ayurveda Khadiradi Bati,,TTK Healthcare Ltd,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0004038,Jungle Formula Head Lice Shampoo,,Biological E Ltd,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0004039,Organic Harvest Sulphate Free Face Wash,,Vyas Pharmaceuticals,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0004040,Satvyk Organic Liquid Jaggery,,Dabur India Ltd,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0004041,DentoShine Gel Toothpaste for Kids,,Shree Baidyanath Ayurved Bhawan Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0004042,Zindagi Moringa Powder,,Sirona Hygiene Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0004043,DentoShine Gel Toothpaste for Kids,,Swadeshi Ayurved,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0004044,Suthol Chandan Plus Antiseptic Skin Liquid Spray,,Multani Pharmaceuticals Ltd,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0004045,Dhootapapeshwar Taleesadi Choorna,,Merck Ltd,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0004046,DentoShine Gel Toothpaste for Kids,,Himalaya Drug Company,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0004047,DentoShine Gel Toothpaste for Kids,,Divisa Herbal Care Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0004048,Meghdoot Chiranjeev Baby Tonic,,Abbott,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
,1MGE0004049,Prabhat Absorbent Cotton Wool,,TG Shop Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,75,,Available,1
